id,title,year,release_month,genres,duration,country,language,directors,writers,actors,production_company,imdb_score,votes,budget,world_wide_boxoffice,metascore,profit,profit_margin
95302,High Hopes,1988,5,"['Comedy', 'Drama']",108,Uk,English,['Mike Leigh'],['Mike Leigh'],"['Phil Davis', 'Ruth Sheen', 'Edna Doré', 'Philip Jackson', 'Heather Tobias']",British Screen Productions,7.4,4324,,1192322,84,,
95304,High Spirits,1988,4,"['Comedy', 'Fantasy']",99,Ireland,English,['Neil Jordan'],['Neil Jordan'],"[""Peter O'Toole"", 'Donal Mccann', 'Mary Coughlan', 'Liz Smith', 'Tom Hickey']",Vision Pdg,5.8,8421,17000000,8578231,47,-8421769,-0.5
95326,Hot to Trot,1988,8,"['Comedy', 'Fantasy']",83,Usa,English,['Michael Dinner'],"['Stephen Neigher', 'Hugo Gilbert']","['Bobcat Goldthwait', 'Dabney Coleman', 'John Candy', 'Virginia Madsen', 'Cindy Pickett']",Warner Bros.,4.5,3011,,6436211,22,,
95327,Hotaru no haka,1988,11,"['Animation', 'Drama', 'War']",89,Japan,Japanese,['Isao Takahata'],"['Akiyuki Nosaka', 'Isao Takahata']","['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Yoshiko Shinohara', 'Akemi Yamaguchi', 'Tadashi Nakamura']",Shinchosha Company,8.5,225438,3700000,516962,94,-3183038,-0.86
95348,I'm Gonna Git You Sucka,1988,2,"['Action', 'Comedy', 'Crime']",88,Usa,English,['Keenen Ivory Wayans'],['Keenen Ivory Wayans'],"['Keenen Ivory Wayans', 'Bernie Casey', 'Antonio Fargas', 'Steve James', 'Isaac Hayes']",Front Films,6.6,12073,3000000,13030057,48,10030057,3.34
95403,Ging chaat goo si juk jaap,1988,8,"['Action', 'Comedy', 'Crime']",101,Hong Kong,Cantonese,['Jackie Chan'],"['Jackie Chan', 'Paul B. Clay']","['Jackie Chan', 'Maggie Cheung', 'Kwok-Hung Lam', 'Bill Tung', 'Keung-Kuen Lai']",Golden Way Films Ltd.,7.1,16844,,,68,,
95409,Johnny Be Good,1988,5,"['Comedy', 'Sport']",91,Usa,English,['Bud S. Smith'],"['Steve Zacharias', 'Jeff Buhai']","['Anthony Michael Hall', 'Robert Downey Jr.', 'Paul Gleason', 'Uma Thurman', 'Steve James']",Zacharias-Buhai Productions,4.6,6020,22000000,17550399,10,-4449601,-0.2
95428,Kansas,1988,9,"['Crime', 'Drama', 'Romance']",108,Usa,English,['David Stevens'],['Spencer Eastman'],"['Matt Dillon', 'Andrew Mccarthy', 'Leslie Hope', 'Alan Toy', 'Andy Romano']",Trans World Entertainment (Twe),5.5,919,,2432536,35,,
95444,Killer Klowns from Outer Space,1988,5,"['Comedy', 'Horror', 'Sci-Fi']",88,Usa,English,['Stephen Chiodo'],"['Charles Chiodo', 'Stephen Chiodo']","['Grant Cramer', 'Suzanne Snyder', 'John Allen Nelson', 'John Vernon', 'Michael S. Siegel']",Sarlui / Diamant,6.2,32095,2000000,,43,,
95484,Lady in White,1988,4,"['Fantasy', 'Horror', 'Mystery']",113,Usa,English,['Frank Laloggia'],['Frank Laloggia'],"['Lukas Haas', 'Len Cariou', 'Alex Rocco', 'Katherine Helmond', 'Jason Presson']",New Sky Communications Inc.,6.7,6096,4700000,1705139,70,-2994861,-0.64
95488,The Lair of the White Worm,1988,3,"['Comedy', 'Horror']",93,Uk,English,['Ken Russell'],"['Ken Russell', 'Bram Stoker']","['Amanda Donohoe', 'Hugh Grant', 'Catherine Oxenberg', 'Peter Capaldi', 'Sammi Davis']",White Lair,5.9,9808,2500000,1189315,61,-1310685,-0.52
95489,The Land Before Time,1988,12,"['Animation', 'Adventure', 'Drama']",69,Usa,English,['Don Bluth'],"['Stu Krieger', 'Judy Freudberg']","['Judith Barsi', 'Pat Hingle', 'Gabriel Damon', 'Helen Shaver', 'Bill Erwin']",Universal Pictures,7.4,78406,12500000,84576957,66,72076957,5.77
95497,The Last Temptation of Christ,1988,10,['Drama'],164,Canada,English,['Martin Scorsese'],"['Nikos Kazantzakis', 'Paul Schrader']","['Willem Dafoe', 'Harvey Keitel', 'Paul Greco', 'Steve Shill', 'Verna Bloom']",Universal Pictures,7.5,51031,7000000,8865702,80,1865702,0.27
95519,License to Drive,1988,6,['Comedy'],88,Usa,English,['Greg Beeman'],['Neil Tolkin'],"['Corey Haim', 'Corey Feldman', 'Carol Kane', 'Richard Masur', 'Heather Graham']",Twentieth Century Fox,6.4,17846,8000000,22433275,36,14433275,1.8
95583,Maniac Cop,1988,8,"['Action', 'Crime', 'Horror']",85,Usa,English,['William Lustig'],['Larry Cohen'],"['Tom Atkins', 'Bruce Campbell', 'Laurene Landon', 'Richard Roundtree', 'William Smith']",Shapiro-Glickenhaus Entertainment,6.0,13621,1100000,671382,40,-428618,-0.39
95593,Married to the Mob,1988,5,"['Comedy', 'Crime', 'Romance']",104,Usa,English,['Jonathan Demme'],"['Barry Strugatz', 'Mark R. Burns']","['Paul Lazar', 'Alec Baldwin', 'Captain Haggerty', 'Marlene Willoughby', 'Frank Aquilino']",Orion Pictures,6.2,15755,10000000,21486757,71,11486757,1.15
95631,Midnight Run,1988,10,"['Action', 'Comedy', 'Crime']",126,Usa,English,['Martin Brest'],['George Gallo'],"['Robert De Niro', 'Charles Grodin', 'Yaphet Kotto', 'John Ashton', 'Dennis Farina']",Universal Pictures,7.5,73433,30000000,81613606,78,51613606,1.72
95647,Mississippi Burning,1988,2,"['Crime', 'Drama', 'History']",128,Usa,English,['Alan Parker'],['Chris Gerolmo'],"['Gene Hackman', 'Willem Dafoe', 'Frances Mcdormand', 'Brad Dourif', 'R. Lee Ermey']",Orion Pictures,7.8,85805,15000000,34603943,65,19603943,1.31
95652,Monkey Shines,1988,10,"['Drama', 'Horror', 'Sci-Fi']",113,Usa,English,['George A. Romero'],"['Michael Stewart', 'George A. Romero']","['Jason Beghe', 'John Pankow', 'Kate Mcneil', 'Joyce Van Patten', 'Christine Forrest']",Orion Pictures,6.2,10400,7000000,5344577,71,-1655423,-0.24
95662,Moving,1988,3,['Comedy'],89,Usa,English,['Alan Metter'],['Andy Breckman'],"['Richard Pryor', 'Beverly Todd', 'Stacey Dash', 'Raphael Harris', 'Ishmael Harris']",Warner Bros.,6.2,5032,,10815378,36,,
95675,"Mujeres al borde de un ataque de ""nervios""",1988,3,"['Comedy', 'Drama']",88,Spain,Spanish,['Pedro Almodóvar'],['Pedro Almodóvar'],"['Carmen Maura', 'Antonio Banderas', 'Julieta Serrano', 'María Barranco', 'Rossy De Palma']",Laurenfilm,7.6,34796,700000,7262580,85,6562580,9.38
95690,Mystic Pizza,1988,3,"['Comedy', 'Drama', 'Romance']",104,Usa,English,['Donald Petrie'],"['Amy Holden Jones', 'Amy Holden Jones']","['Annabeth Gish', 'Julia Roberts', 'Lili Taylor', ""Vincent D'Onofrio"", 'William R. Moses']",Night Life Inc.,6.3,24303,6000000,12793213,60,6793213,1.13
95705,The Naked Gun: From the Files of Police Squad!,1988,3,"['Comedy', 'Crime']",85,Usa,English,['David Zucker'],"['Jerry Zucker', 'Jim Abrahams']","['Leslie Nielsen', 'Priscilla Presley', 'Ricardo Montalban', 'George Kennedy', 'O.J. Simpson']",Paramount Pictures,7.6,148550,12000000,78756177,76,66756177,5.56
95742,A Nightmare on Elm Street 4: The Dream Master,1988,2,['Horror'],93,Usa,English,['Renny Harlin'],"['Wes Craven', 'William Kotzwinkle']","['John Beckman', 'Kisha Brackel', 'Brooke Bundy', 'Wanda Bursey', 'Hope Marie Carlton']",New Line Cinema,5.7,48709,13000000,49369899,56,36369899,2.8
95765,Nuovo Cinema Paradiso,1988,11,['Drama'],155,Italy,Italian,['Giuseppe Tornatore'],"['Giuseppe Tornatore', 'Giuseppe Tornatore']","['Antonella Attili', 'Enzo Cannavale', 'Isa Danieli', 'Leo Gullotta', 'Marco Leonardi']",Cristaldifilm,8.5,223050,5000000,13826605,80,8826605,1.77
95776,Oliver & Company,1988,12,"['Animation', 'Adventure', 'Comedy']",74,Usa,English,['George Scribner'],"['Jim Cox', 'Tim Disney']","['Joey Lawrence', 'Billy Joel', 'Cheech Marin', 'Richard Mulligan', 'Roscoe Lee Browne']",Walt Disney Animation Studios,6.7,42706,31000000,74151346,58,43151346,1.39
95800,L'ours,1988,12,"['Adventure', 'Family', 'Drama']",96,France,English,['Jean-Jacques Annaud'],"['James Oliver Curwood', 'Gérard Brach']","['Bart The Bear', 'Youk The Bear', 'Tchéky Karyo', 'Jack Wallace', 'André Lacombe']",Price,7.7,16241,,31753898,60,,
95801,Out of Rosenheim,1987,11,"['Comedy', 'Drama']",95,West Germany,English,['Percy Adlon'],"['Eleonore Adlon', 'Percy Adlon']","['Marianne Sägebrecht', 'Cch Pounder', 'Jack Palance', 'Christine Kaufmann', 'Monica Calhoun']",Pelemele Film,7.4,12131,,3696134,71,,
95836,Patty Hearst,1988,9,"['Biography', 'Drama']",108,Uk,English,['Paul Schrader'],"['Patricia Hearst', 'Alvin Moscow']","['Natasha Richardson', 'William Forsythe', 'Ving Rhames', 'Frances Fisher', 'Jodi Long']",Atlantic Entertainment Group,6.3,1523,,1223326,62,,
95863,Phantasm II,1988,8,"['Action', 'Fantasy', 'Horror']",97,Usa,English,['Don Coscarelli'],['Don Coscarelli'],"['James Le Gros', 'Reggie Bannister', 'Angus Scrimm', 'Paula Irvine', 'Samantha Phillips']",Spacegate Productions,6.5,12989,3000000,7282851,42,4282851,1.43
95882,Police Academy 5: Assignment: Miami Beach,1988,3,"['Comedy', 'Crime']",90,Usa,English,['Alan Myerson'],"['Neal Israel', 'Pat Proft']","['Bubba Smith', 'David Graf', 'Michael Winslow', 'Leslie Easterbrook', 'Marion Ramsey']",Warner Bros.,4.7,32122,,19510371,18,,
95889,Poltergeist III,1988,8,"['Horror', 'Thriller']",98,Usa,English,['Gary Sherman'],"['Gary Sherman', 'Brian Taggert']","['Tom Skerritt', 'Nancy Allen', ""Heather O'Rourke"", 'Zelda Rubinstein', 'Lara Flynn Boyle']",Metro-Goldwyn-Mayer (Mgm),4.7,16524,10500000,14114488,40,3614488,0.34
95897,The Presidio,1988,10,"['Action', 'Crime', 'Mystery']",97,Usa,English,['Peter Hyams'],['Larry Ferguson'],"['Sean Connery', 'Mark Harmon', 'Meg Ryan', 'Jack Warden', 'Mark Blum']",Paramount Pictures,6.0,16100,,20324096,31,,
95904,Prison,1987,12,"['Crime', 'Drama', 'Horror']",102,Usa,English,['Renny Harlin'],"['Irwin Yablans', 'C. Courtney Joyner']","['Viggo Mortensen', 'Chelsea Field', 'Lane Smith', 'Lincoln Kilpatrick', 'Tom Everett']",Empire Pictures,5.8,3778,4000000,345704,47,-3654296,-0.91
95925,Pumpkinhead,1988,1,"['Fantasy', 'Horror']",86,Usa,English,['Stan Winston'],"['Ed Justin', 'Mark Patrick Carducci']","['Lance Henriksen', 'Jeff East', ""John D'Aquino"", 'Kimberly Ross', 'Joel Hoffman']",De Laurentiis Entertainment Group (Deg),6.2,19632,3500000,4385516,47,885516,0.25
95927,Punchline,1988,6,"['Comedy', 'Drama', 'Romance']",128,Usa,English,['David Seltzer'],['David Seltzer'],"['Sally Field', 'Tom Hanks', 'John Goodman', 'Mark Rydell', 'Kim Greist']",Columbia Pictures,5.9,7878,15000000,21042667,52,6042667,0.4
95953,Rain Man,1988,3,['Drama'],133,Usa,English,['Barry Levinson'],"['Barry Morrow', 'Ronald Bass']","['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino', 'Gerald R. Molen', 'Jack Murdock']",United Artists,8.0,465105,25000000,354825435,65,329825435,13.19
95956,Rambo III,1988,12,"['Action', 'Adventure']",102,Usa,English,['Peter Macdonald'],"['David Morrell', 'Sylvester Stallone']","['Sylvester Stallone', 'Richard Crenna', 'Marc De Jonge', 'Kurtwood Smith', 'Spyros Fokas']",Carolco Pictures,5.8,119641,63000000,189015611,36,126015611,2.0
95963,Red Heat,1988,10,"['Action', 'Comedy', 'Crime']",104,Usa,English,['Walter Hill'],"['Walter Hill', 'Harry Kleiner']","['Arnold Schwarzenegger', 'Jim Belushi', 'Peter Boyle', ""Ed O'Ross"", 'Laurence Fishburne']",Carolco Pictures,6.1,63168,29000000,34994648,61,5994648,0.21
95990,Return of the Living Dead: Part II,1988,8,"['Comedy', 'Horror', 'Sci-Fi']",89,Usa,English,['Ken Wiederhorn'],['Ken Wiederhorn'],"['Michael Kenworthy', 'Thor Van Lingen', 'Jason Hogan', 'James Karen', 'Thom Mathews']",Lorimar Motion Pictures,5.9,17902,6200000,9205924,45,3005924,0.48
96018,Running on Empty,1988,2,"['Crime', 'Drama', 'Music']",116,Usa,English,['Sidney Lumet'],['Naomi Foner'],"['Christine Lahti', 'River Phoenix', 'Judd Hirsch', 'Jonas Abry', 'Martha Plimpton']",Double Play,7.7,13666,7000000,2847941,67,-4152059,-0.59
96028,Salaam Bombay!,1988,12,"['Crime', 'Drama']",113,Uk,Hindi,['Mira Nair'],"['Hriday Lani', 'Mira Nair']","['Shafiq Syed', 'Hansa Vithal', 'Chanda Sharma', 'Raghuvir Yadav', 'Anita Kanwar']",Cadrage,8.0,8408,,2080758,78,,
96037,Satisfaction,1988,2,"['Comedy', 'Music', 'Romance']",92,Usa,English,['Joan Freeman'],['Charles Purpura'],"['Justine Bateman', 'Liam Neeson', 'Trini Alvarado', 'Scott Coffey', 'Britta Phillips']",National Broadcasting Company (Nbc),5.0,3305,,8253123,44,,
96054,School Daze,1988,2,"['Comedy', 'Drama', 'Musical']",121,Usa,English,['Spike Lee'],['Spike Lee'],"['Laurence Fishburne', 'Giancarlo Esposito', 'Tisha Campbell-Martin', 'Kyme', 'Joe Seneca']",Columbia Pictures,6.0,6271,6500000,14545844,52,8045844,1.24
96061,Scrooged,1988,2,"['Comedy', 'Drama', 'Fantasy']",101,Usa,English,['Richard Donner'],"['Mitch Glazer', ""Michael O'Donoghue""]","['Bill Murray', 'Karen Allen', 'John Forsythe', 'John Glover', 'Bobcat Goldthwait']",Paramount Pictures,7.0,83168,32000000,60328558,38,28328558,0.89
96071,The Serpent and the Rainbow,1988,9,"['Fantasy', 'Horror']",98,Usa,English,['Wes Craven'],"['Wade Davis', 'Richard Maxwell']","['Bill Pullman', 'Cathy Tyson', 'Zakes Mokae', 'Paul Winfield', 'Brent Jennings']",Universal Pictures,6.5,21560,7000000,19595031,64,12595031,1.8
96094,She's Having a Baby,1988,2,"['Comedy', 'Drama', 'Romance']",106,Usa,English,['John Hughes'],['John Hughes'],"['Kevin Bacon', 'Elizabeth Mcgovern', 'Alec Baldwin', 'James Ray', 'Holland Taylor']",Paramount Pictures,5.9,11156,20000000,16031707,41,-3968293,-0.2
96218,Tales from the Gimli Hospital,1988,4,"['Comedy', 'Drama', 'Fantasy']",72,Canada,Icelandic,['Guy Maddin'],['Guy Maddin'],"['Kyle Mcculloch', 'Michael Gottli', 'Angela Heck', 'Margaret Anne Macleod', 'Heather Neale']",Extra Large Productions,6.6,1231,25000,,71,,
96219,Talk Radio,1988,4,['Drama'],110,Usa,English,['Oliver Stone'],"['Stephen Singular', 'Eric Bogosian']","['Eric Bogosian', 'Ellen Greene', 'Leslie Hope', 'John C. Mcginley', 'Alec Baldwin']",Cineplex Odeon Films,7.3,12299,4000000,3468572,66,-531428,-0.13
96244,Tequila Sunrise,1988,4,"['Crime', 'Drama', 'Romance']",115,Usa,English,['Robert Towne'],['Robert Towne'],"['Mel Gibson', 'Michelle Pfeiffer', 'Kurt Russell', 'Raul Julia', 'J.T. Walsh']",Cinema City Films,6.1,28237,23000000,41292551,62,18292551,0.8
96256,They Live,1988,4,"['Action', 'Horror', 'Sci-Fi']",94,Usa,English,['John Carpenter'],"['Ray Nelson', 'John Carpenter']","['Roddy Piper', 'Keith David', 'Meg Foster', ""George 'Buck' Flower"", 'Peter Jason']",Alive Films,7.3,106618,4000000,13008928,55,9008928,2.25
96259,Things Change,1988,12,"['Comedy', 'Crime', 'Drama']",100,Usa,English,['David Mamet'],"['David Mamet', 'Shel Silverstein']","['Don Ameche', 'Joe Mantegna', 'Robert Prosky', 'J.J. Johnston', 'Ricky Jay']",Columbia Pictures,7.0,3173,,3527886,71,,
96283,Tonari no Totoro,1988,9,"['Animation', 'Family', 'Fantasy']",86,Japan,Japanese,['Hayao Miyazaki'],['Hayao Miyazaki'],"['Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi', 'Sumi Shimamoto', 'Tanie Kitabayashi']",Tokuma Japan Communications,8.2,278361,3700000,30476970,86,26776970,7.24
96316,Tucker: The Man and His Dream,1988,12,"['Biography', 'Drama']",110,Usa,English,['Francis Ford Coppola'],"['Arnold Schulman', 'David Seidler']","['Jeff Bridges', 'Joan Allen', 'Martin Landau', 'Frederic Forrest', 'Mako']",Lucasfilm,6.9,16241,23000000,19652638,74,-3347362,-0.15
96320,Twins,1988,3,"['Comedy', 'Crime']",107,Usa,English,['Ivan Reitman'],"['William Davies', 'William Osborne']","['Arnold Schwarzenegger', 'Danny Devito', 'Kelly Preston', 'Chloe Webb', 'Bonnie Bartlett']",Universal Pictures,6.1,111813,15000000,216614388,53,201614388,13.44
96321,Twister,1989,6,"['Comedy', 'Drama']",93,Usa,English,['Michael Almereyda'],"['Mary Robison', 'Michael Almereyda']","['Harry Dean Stanton', 'Suzy Amis', 'Crispin Glover', 'Dylan Mcdermott', 'Jenny Wright']",Vestron Pictures,5.2,1892,,33455,65,,
96324,Two Moon Junction,1988,10,"['Drama', 'Romance']",104,Usa,English,['Zalman King'],"['Zalman King', 'Macgregor Douglas']","['Sherilyn Fenn', 'Richard Tyson', 'Louise Fletcher', 'Burl Ives', 'Kristy Mcnichol']",Ddm Film Corporation,5.1,4980,,1547397,38,,
96332,The Unbearable Lightness of Being,1988,3,"['Drama', 'Romance']",171,Sweden,English,['Philip Kaufman'],"['Milan Kundera', 'Jean-Claude Carrière']","['Daniel Day-Lewis', 'Juliette Binoche', 'Lena Olin', 'Derek De Lint', 'Erland Josephson']",The Saul Zaentz Company,7.3,33209,17000000,10006806,73,-6993194,-0.41
96426,Waxwork,1988,6,"['Comedy', 'Horror']",95,Usa,English,['Anthony Hickox'],['Anthony Hickox'],"['Zach Galligan', 'Jennifer Bassey', 'Joe Baker', 'Deborah Foreman', 'Michelle Johnson']",Palla,6.2,10627,,808114,41,,
96438,Who Framed Roger Rabbit,1988,12,"['Animation', 'Adventure', 'Comedy']",104,Usa,English,"['Robert Zemeckis', 'Richard Williams']","['Gary K. Wolf', 'Jeffrey Price']","['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer', 'Stubby Kaye']",Touchstone Pictures,7.7,178487,70000000,329803958,83,259803958,3.71
96446,Willow,1988,12,"['Action', 'Adventure', 'Drama']",126,Usa,English,['Ron Howard'],"['George Lucas', 'Bob Dolman']","['Val Kilmer', 'Joanne Whalley', 'Warwick Davis', 'Jean Marsh', 'Patricia Hayes']",Metro-Goldwyn-Mayer (Mgm),7.3,98910,35000000,57269863,47,22269863,0.64
96463,Working Girl,1988,3,"['Comedy', 'Drama', 'Romance']",113,Usa,English,['Mike Nichols'],['Kevin Wade'],"['Harrison Ford', 'Sigourney Weaver', 'Melanie Griffith', 'Alec Baldwin', 'Joan Cusack']",Twentieth Century Fox,6.8,50560,28000000,102956984,73,74956984,2.68
96487,Young Guns,1988,2,"['Action', 'Western']",107,Usa,English,['Christopher Cain'],['John Fusco'],"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Charlie Sheen', 'Dermot Mulroney']",Morgan Creek Entertainment,6.9,53474,13000000,45661556,50,32661556,2.51
96734,The 'Burbs,1989,2,"['Comedy', 'Mystery', 'Thriller']",102,Usa,English,['Joe Dante'],['Dana Olsen'],"['Tom Hanks', 'Bruce Dern', 'Carrie Fisher', 'Rick Ducommun', 'Corey Feldman']",Imagine Entertainment,6.9,66581,18000000,49101993,45,31101993,1.73
96754,The Abyss,1989,12,"['Adventure', 'Drama', 'Mystery']",171,Usa,English,['James Cameron'],['James Cameron'],"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester', 'Todd Graff']",Twentieth Century Fox,7.6,159766,70000000,90000098,62,20000098,0.29
96764,The Adventures of Baron Munchausen,1988,8,"['Adventure', 'Comedy', 'Fantasy']",126,Uk,English,['Terry Gilliam'],"['Charles Mckeown', 'Terry Gilliam']","['John Neville', 'Eric Idle', 'Sarah Polley', 'Oliver Reed', 'Charles Mckeown']",Prominent Features,7.2,49906,46630000,8083123,69,-38546877,-0.83
96787,All Dogs Go to Heaven,1989,10,"['Animation', 'Comedy', 'Drama']",84,Ireland,English,"['Don Bluth', 'Gary Goldman']","['Don Bluth', 'Ken Cromar']","['Burt Reynolds', 'Dom Deluise', 'Judith Barsi', 'Melba Moore', 'Daryl Gilley']",Goldcrest Films International,6.8,35429,13800000,27100027,50,13300027,0.96
96794,Always,1989,12,"['Drama', 'Fantasy', 'Romance']",122,Usa,English,['Steven Spielberg'],"['Jerry Belson', 'Dalton Trumbo']","['Richard Dreyfuss', 'Holly Hunter', 'Brad Johnson', 'John Goodman', 'Audrey Hepburn']",Universal Pictures,6.4,27445,31000000,74134790,50,43134790,1.39
96863,Az én XX. századom,1989,1,"['Comedy', 'Drama']",102,Hungary,Hungarian,['Ildikó Enyedi'],['Ildikó Enyedi'],"['Dorota Segda', 'Oleg Yankovskiy', 'Paulus Manker', 'Péter Andorai', 'Gábor Máté']",Budapest Stúdió Vállalat,7.1,1346,,,81,,
96874,Back to the Future Part II,1989,12,"['Adventure', 'Comedy', 'Sci-Fi']",108,Usa,English,['Robert Zemeckis'],"['Robert Zemeckis', 'Bob Gale']","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Thomas F. Wilson', 'Elisabeth Shue']",Universal Pictures,7.8,467662,40000000,335973020,57,295973020,7.4
96895,Batman,1989,10,"['Action', 'Adventure']",126,Usa,English,['Tim Burton'],"['Bob Kane', 'Sam Hamm']","['Michael Keaton', 'Jack Nicholson', 'Kim Basinger', 'Robert Wuhl', 'Pat Hingle']",Warner Bros.,7.5,332356,35000000,411556825,69,376556825,10.76
96913,Best of the Best,1989,11,"['Action', 'Drama', 'Sport']",97,Usa,English,['Robert Radler'],"['Phillip Rhee', 'Paul Levine']","['Eric Roberts', 'Phillip Rhee', 'James Earl Jones', 'Sally Kirkland', 'Chris Penn']",The Movie Group,6.5,11884,5000000,1700000,26,-3300000,-0.66
96926,The Big Picture,1989,12,"['Comedy', 'Drama', 'Romance']",100,Usa,English,['Christopher Guest'],"['Michael Varhol', 'Christopher Guest']","['Kevin Bacon', 'Emily Longstreth', 'J.T. Walsh', 'Jennifer Jason Leigh', 'Michael Mckean']",Aspen Film Society,6.2,4631,5000000,117463,64,-4882537,-0.98
96928,Bill & Ted's Excellent Adventure,1989,2,"['Adventure', 'Comedy', 'Music']",90,Usa,English,['Stephen Herek'],"['Chris Matheson', 'Ed Solomon']","['Keanu Reeves', 'Alex Winter', 'George Carlin', 'Terry Camilleri', 'Dan Shor']",De Laurentiis Entertainment Group (Deg),7.0,111475,10000000,40507436,50,30507436,3.05
96933,Black Rain,1989,10,"['Action', 'Crime', 'Thriller']",125,Usa,English,['Ridley Scott'],"['Craig Bolotin', 'Warren Lewis']","['Michael Douglas', 'Andy Garcia', 'Ken Takakura', 'Kate Capshaw', 'Yûsaku Matsuda']",Paramount Pictures,6.7,48545,30000000,134212055,56,104212055,3.47
96943,Blaze,1989,12,"['Biography', 'Drama']",120,Usa,English,['Ron Shelton'],"['Blaze Starr', 'Huey Perry']","['Paul Newman', 'Lolita Davidovich', 'Jerry Hardin', 'Gailard Sartain', 'Jeffrey Demunn']",Touchstone Pictures,6.0,3513,22000000,19131246,67,-2868754,-0.13
96969,Born on the Fourth of July,1989,1,"['Biography', 'Drama', 'War']",145,Usa,English,['Oliver Stone'],"['Ron Kovic', 'Oliver Stone']","['Tom Cruise', 'Bryan Larkin', 'Raymond J. Barry', 'Caroline Kava', 'Josh Evans']",Ixtlan,7.2,96505,14000000,161001698,75,147001698,10.5
97027,Casualties of War,1989,1,"['Crime', 'Drama', 'War']",113,Usa,English,['Brian De Palma'],"['Daniel Lang', 'David Rabe']","['Michael J. Fox', 'Sean Penn', 'Don Harvey', 'John C. Reilly', 'John Leguizamo']",Art Linson Productions,7.1,40250,22500000,18671317,75,-3828683,-0.17
97044,Chances Are,1989,3,"['Comedy', 'Fantasy', 'Romance']",108,Usa,English,['Emile Ardolino'],"['Perry Howze', 'Randy Howze']","['Cybill Shepherd', 'Robert Downey Jr.', ""Ryan O'Neal"", 'Mary Stuart Masterson', 'Christopher Mcdonald']",Tristar Pictures,6.5,10417,16000000,16278590,62,278590,0.02
97108,"The Cook, the Thief, His Wife & Her Lover",1989,1,"['Crime', 'Drama']",124,Netherlands,English,['Peter Greenaway'],['Peter Greenaway'],"['Richard Bohringer', 'Michael Gambon', 'Helen Mirren', 'Alan Howard', 'Tim Roth']",Allarts,7.6,34067,,7724701,62,,
97123,Crimes and Misdemeanors,1989,2,"['Comedy', 'Drama']",104,Usa,English,['Woody Allen'],['Woody Allen'],"['Bill Bernstein', 'Martin Landau', 'Claire Bloom', 'Stephanie Roth Haberle', 'Gregg Edelman']",Jack Rollins & Charles H. Joffe Productions,7.9,53574,19000000,18254702,77,-745298,-0.04
97136,Cutting Class,1989,7,"['Comedy', 'Crime', 'Horror']",91,Usa,English,['Rospo Pallenberg'],['Steve Slavkin'],"['Donovan Leitch Jr.', 'Jill Schoelen', 'Brad Pitt', 'Roddy Mcdowall', 'Martin Mull']",April Films,4.4,4408,,,43,,
97138,Cyborg,1989,4,"['Action', 'Sci-Fi', 'Thriller']",86,Usa,English,['Albert Pyun'],['Albert Pyun'],"['Jean-Claude Van Damme', 'Deborah Richter', 'Vincent Klyn', 'Alex Daniels', 'Dayle Haddon']",Cannon Entertainment,5.1,28526,500000,10166459,24,9666459,19.33
97162,Dead Calm,1989,5,"['Horror', 'Thriller']",96,Australia,English,['Phillip Noyce'],"['Terry Hayes', 'Charles Williams']","['Nicole Kidman', 'Sam Neill', 'Billy Zane', 'Rod Mullinar', 'Joshua Tilden']",Kennedy Miller Productions,6.8,35902,10400000,7825009,70,-2574991,-0.25
97165,Dead Poets Society,1989,9,"['Comedy', 'Drama']",128,Usa,English,['Peter Weir'],['Tom Schulman'],"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen']",Touchstone Pictures,8.1,411182,16400000,235860116,79,219460116,13.38
97179,DeepStar Six,1989,8,"['Action', 'Horror', 'Sci-Fi']",105,Usa,English,['Sean S. Cunningham'],"['Lewis Abernathy', 'Lewis Abernathy']","['Taurean Blacque', 'Nancy Everhard', 'Greg Evigan', 'Miguel Ferrer', 'Nia Peeples']",Carolco Entertainment,5.4,10162,8000000,8143225,34,143225,0.02
97202,Dip huet seung hung,1989,7,"['Action', 'Crime', 'Drama']",111,Hong Kong,Cantonese,['John Woo'],['John Woo'],"['Yun-Fat Chow', 'Danny Lee', 'Sally Yeh', 'Kong Chu', 'Kenneth Tsang']",Film Workshop,7.8,44986,,,82,,
97216,Do the Right Thing,1989,11,"['Comedy', 'Drama']",120,Usa,English,['Spike Lee'],['Spike Lee'],"['Danny Aiello', 'Ossie Davis', 'Ruby Dee', 'Richard Edson', 'Giancarlo Esposito']",40 Acres & A Mule Filmworks,7.9,86180,6500000,37346892,93,30846892,4.75
