id,title,year,release_month,genres,duration,country,language,directors,writers,actors,production_company,imdb_score,votes,budget,world_wide_boxoffice,metascore,profit,profit_margin
834938,Padre Nuestro,2007,10,"['Drama', 'Thriller']",110,Usa,English,['Christopher Zalla'],['Christopher Zalla'],"['Jesús Ochoa', 'Armando Hernández', 'Jorge Adrián Espíndola', 'Paola Mendoza', 'Sean Andrew']",Cinergy Pictures,6.9,1063,,578264,56,,
835418,The Babymakers,2012,7,['Comedy'],95,Usa,English,['Jay Chandrasekhar'],"['Peter Gaulke', 'Gerry Swallow']","['Paul Schneider', 'Olivia Munn', 'Michael Yurchak', 'Wood Harris', 'Kevin Heffernan']",Duck Attack Films,4.9,8339,,475511,30,,
835775,Electric Slide,2014,4,"['Action', 'Biography', 'Crime']",95,Usa,English,['Tristan Patterson'],"['Timothy Ford', 'Tristan Patterson']","['Chloë Sevigny', 'Patricia Arquette', 'Vinessa Shaw', 'Constance Wu', 'Christopher Lambert']",Di Bonaventura Pictures,4.7,790,3000000,,37,,
835787,Haebyeonui yeoin,2006,8,"['Comedy', 'Drama', 'Romance']",127,South Korea,Korean,['Sang-Soo Hong'],['Sang-Soo Hong'],"['Seung-Woo Kim', 'Hyun-Jung Go', 'Seon-Mi Song', 'Tae-Woo Kim', 'Ban-Ya Choi']",B.O.M. Film Productions Co.,6.9,1021,,813096,72,,
835802,Krystal,2017,4,"['Comedy', 'Drama']",90,Usa,English,['William H. Macy'],['Will Aldis'],"['Rosario Dawson', 'Nick Robinson', 'T.I.', 'Grant Gustin', 'Felicity Huffman']",Dorian Media,5.4,1255,,37516,39,,
837562,Hotel Transylvania,2012,11,"['Animation', 'Comedy', 'Family']",91,Usa,English,['Genndy Tartakovsky'],"['Peter Baynham', 'Robert Smigel']","['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher']",Columbia Pictures,7.1,218566,85000000,358375603,47,273375603,3.22
837563,Pet Sematary,2019,5,"['Horror', 'Mystery', 'Thriller']",101,Usa,English,"['Kevin Kölsch', 'Dennis Widmyer']","['Stephen King', 'Matt Greenberg']","['Jason Clarke', 'Amy Seimetz', 'John Lithgow', 'Jeté Laurence', 'Hugo Lavoie']",Paramount Pictures,5.7,76819,21000000,113118226,57,92118226,4.39
837796,House,2008,11,['Horror'],88,Usa,English,['Robby Henson'],"['Ted Dekker', 'Rob Green']","['Michael Madsen', 'Reynaldo Rosales', 'Heidi Dippold', 'Julie Ann Emery', 'J.P. Davis']",More Entertainment,4.6,5519,2500000,1141018,24,-1358982,-0.54
838221,The Darjeeling Limited,2007,4,"['Adventure', 'Comedy', 'Drama']",91,Usa,English,['Wes Anderson'],"['Wes Anderson', 'Roman Coppola']","['Owen Wilson', 'Adrien Brody', 'Jason Schwartzman', 'Amara Karan', 'Wallace Wolodarsky']",Fox Searchlight Pictures,7.2,176784,16000000,35307949,67,19307949,1.21
838232,The Pink Panther 2,2009,3,"['Action', 'Adventure', 'Comedy']",92,Usa,English,['Harald Zwart'],"['Scott Neustadter', 'Michael H. Weber']","['Steve Martin', 'Jean Reno', 'Emily Mortimer', 'Andy Garcia', 'Alfred Molina']",Metro-Goldwyn-Mayer (Mgm),5.6,41718,70000000,76025134,36,6025134,0.09
838233,A Thousand Years of Good Prayers,2007,4,"['Drama', 'Romance']",83,Usa,English,['Wayne Wang'],"['Yiyun Li', 'Yiyun Li']","['Henry O', 'Pasha D. Lychnikoff', 'Feihong Yu', 'Vida Ghahremani', 'Megan Albertus']",Boram Entertainment,6.7,1023,,1665585,64,,
838247,After.Life,2009,8,"['Drama', 'Mystery', 'Thriller']",104,Usa,English,['Agnieszka Wojtowicz-Vosloo'],"['Agnieszka Wojtowicz-Vosloo', 'Paul Vosloo']","['Christina Ricci', 'Liam Neeson', 'Justin Long', 'Chandler Canterbury', 'Celia Weston']",Lleju Productions,5.9,35853,4500000,2425535,36,-2074465,-0.46
838254,Atash bas,2006,7,"['Comedy', 'Romance']",104,Iran,Persian,['Tahmineh Milani'],['Tahmineh Milani'],"['Mahnaz Afshar', 'Mohammad Reza Golzar', 'Atila Pesiani', 'Elsa Firouz Azar', 'Elnaz Firuz Azar']",,5.2,2381,,,50,,
838283,Step Brothers,2008,10,['Comedy'],98,Usa,English,['Adam Mckay'],"['Will Ferrell', 'Adam Mckay']","['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen', 'Richard Jenkins', 'Adam Scott']",Columbia Pictures,6.9,263102,65000000,128107642,51,63107642,0.97
839742,Bhopal: A Prayer for Rain,2014,12,['Drama'],96,Uk,English,['Ravi Kumar'],"['Ravi Kumar', 'David Brooks']","['Mischa Barton', 'Martin Sheen', 'Kal Penn', 'Tannishtha Chatterjee', 'Lisa Dwan']",Rising Star Entertainment,7.2,1931,6000000,12628,50,-5987372,-1.0
839938,Out of the Blue,2006,10,"['Crime', 'Drama']",103,New Zealand,English,['Robert Sarkies'],"[""Bill O'Brien"", 'Robert Sarkies']","['Karl Urban', 'Matthew Sunderland', 'Lois Lawn', 'Simon Ferry', 'Tandi Wright']",Condor Films,7.1,3268,,739865,70,,
839980,Semi-Pro,2008,2,"['Comedy', 'Sport']",91,Usa,English,['Kent Alterman'],['Scot Armstrong'],"['Will Ferrell', 'Woody Harrelson', 'André Benjamin', 'Maura Tierney', 'Andrew Daly']",New Line Cinema,5.8,77449,55000000,44004502,47,-10995498,-0.2
840322,Forever Strong,2008,9,"['Drama', 'Sport']",112,Usa,English,['Ryan Little'],"['David Pliler', 'Dony West']","['Gary Cole', 'Sean Astin', 'Neal Mcdonough', 'Sean Faris', 'Julie Warner']",Go Films,7.2,10075,,719556,37,,
840361,The Town,2010,10,"['Crime', 'Drama', 'Thriller']",125,Usa,English,['Ben Affleck'],"['Peter Craig', 'Ben Affleck']","['Ben Affleck', 'Rebecca Hall', 'Jon Hamm', 'Jeremy Renner', 'Blake Lively']",Warner Bros.,7.5,344976,37000000,154026136,74,117026136,3.16
841032,The Perfect Holiday,2007,12,"['Comedy', 'Family', 'Fantasy']",96,Usa,English,['Lance Rivera'],"['Lance Rivera', 'Marc Calixte']","['Morris Chestnut', 'Gabrielle Union', 'Faizon Love', 'Charlie Murphy', 'Katt Williams']",Capital Arts Entertainment,4.5,2821,20000000,5812781,32,-14187219,-0.71
841044,2 Days in Paris,2007,9,"['Comedy', 'Drama', 'Romance']",96,France,English,['Julie Delpy'],['Julie Delpy'],"['Adam Goldberg', 'Julie Delpy', 'Daniel Brühl', 'Marie Pillet', 'Albert Delpy']",Polaris Film Production & Finance,6.8,29817,,19776159,67,,
841046,Walk Hard: The Dewey Cox Story,2007,3,"['Comedy', 'Drama', 'Music']",96,Usa,English,['Jake Kasdan'],"['Judd Apatow', 'Jake Kasdan']","['Nat Faxon', 'John C. Reilly', 'Tim Meadows', 'Conner Rayburn', 'Chip Hormess']",Apatow Productions,6.8,66276,35000000,20576198,63,-14423802,-0.41
841108,Hannah Takes the Stairs,2007,8,"['Comedy', 'Drama', 'Romance']",83,Usa,English,['Joe Swanberg'],"['Joe Swanberg', 'Greta Gerwig']","['Greta Gerwig', 'Kent Osborne', 'Andrew Bujalski', 'Ry Russo-Young', 'Mark Duplass']",Film Science,5.6,1710,,26923,63,,
841175,O Céu de Suely,2006,11,['Drama'],90,Brazil,Portuguese,['Karim Aïnouz'],"['Karim Aïnouz', 'Felipe Bragança']","['Hermila Guedes', 'Maria Menezes', 'Zezita Matos', 'João Miguel', 'Georgina Castro']",Celluloid Dreams,7.2,1555,,13703,62,,
841925,Stellet Licht,2007,10,"['Drama', 'Romance']",145,Mexico,Low German,['Carlos Reygadas'],['Carlos Reygadas'],"['Cornelio Wall', 'Miriam Toews', 'Maria Pankratz', 'Peter Wall', 'Jacobo Klassen']",Mantarraya Producciones,7.2,5928,,877577,79,,
842926,The Kids Are All Right,2010,3,"['Comedy', 'Drama', 'Romance']",106,Usa,English,['Lisa Cholodenko'],"['Lisa Cholodenko', 'Stuart Blumberg']","['Julianne Moore', 'Annette Bening', 'Mark Ruffalo', 'Mia Wasikowska', 'Josh Hutcherson']",Focus Features,7.0,124375,4000000,34758951,86,30758951,7.69
842929,Paranoid Park,2007,12,"['Crime', 'Drama', 'Mystery']",85,France,English,['Gus Van Sant'],"['Gus Van Sant', 'Blake Nelson']","['Gabe Nevins', 'Daniel Liu', 'Jake Miller', 'Taylor Momsen', 'Lauren Mckinney']",Mk2 Productions,6.7,28801,3000000,4545747,83,1545747,0.52
843358,My Dog Tulip,2009,5,"['Animation', 'Drama']",83,Usa,English,"['Paul Fierlinger', 'Sandra Fierlinger']","['J.R. Ackerley', 'Paul Fierlinger']","['Christopher Plummer', 'Lynn Redgrave', 'Isabella Rossellini', 'Peter Gerety', 'Brian Murray']",Norman Twain Productions,6.8,1547,,246574,80,,
843850,Finishing the Game: The Search for a New Bruce Lee,2007,1,['Comedy'],84,Usa,English,['Justin Lin'],"['Josh Diamond', 'Justin Lin']","['Josh Diamond', 'Sam Bottoms', 'Jake Sandvig', 'Roger Fan', 'Nathan Jung']",Barnstorm Pictures,6.0,1734,500000,53570,46,-446430,-0.89
843876,The Strip,2009,,['Comedy'],91,Usa,English,['Jameel Khan'],['Jameel Khan'],"['Dave Foley', 'Rodney Scott', 'Billy Aaron Brown', 'Federico Dordei', 'Jenny Wade']",Bata Films,7.2,128,1200000,5107,24,-1194893,-1.0
844286,The Brothers Bloom,2008,6,"['Action', 'Adventure', 'Comedy']",114,Usa,English,['Rian Johnson'],['Rian Johnson'],"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo', 'Rinko Kikuchi', 'Robbie Coltrane']",Endgame Entertainment,6.8,48453,20000000,5530764,55,-14469236,-0.72
844457,Nordwand,2008,10,"['Adventure', 'Biography', 'Drama']",126,Germany,German,['Philipp Stölzl'],"['Chris Silber', 'Philipp Stölzl']","['Benno Fürmann', 'Johanna Wokalek', 'Florian Lukas', 'Simon Schwarz', 'Georg Friedrich']",Dor Film-West Produktionsgesellschaft,7.4,14577,,6815056,67,,
844471,Cloudy with a Chance of Meatballs,2009,12,"['Animation', 'Adventure', 'Comedy']",90,Usa,English,"['Phil Lord', 'Christopher Miller']","['Phil Lord', 'Christopher Miller']","['Bill Hader', 'Anna Faris', 'James Caan', 'Andy Samberg', 'Bruce Campbell']",Columbia Pictures,6.9,200180,100000000,243006126,66,143006126,1.43
844474,Das Haus der schlafenden Schönen,2006,11,"['Drama', 'Thriller']",99,Germany,German,['Vadim Glowna'],"['Vadim Glowna', 'Yasunari Kawabata']","['Vadim Glowna', 'Angela Winkler', 'Maximilian Schell', 'Birol Ünel', 'Mona Glass']",Atossa Film Produktion Gmbh,5.1,284,,4509,21,,
844479,The Collector,2009,7,"['Action', 'Crime', 'Horror']",90,Usa,English,['Marcus Dunstan'],"['Patrick Melton', 'Marcus Dunstan']","['William Prael', 'Diane Ayala Goldner', 'Juan Fernández', 'Josh Stewart', 'Michael Reilly Burke']",Ld Entertainment,6.4,56836,6000000,10234475,29,4234475,0.71
844671,College,2008,8,['Comedy'],94,Usa,English,['Deb Hagan'],"['Dan Callahan', 'Adam Ellison']","['Drake Bell', 'Andrew Lewis Caldwell', 'Andree Moss', 'Carolyn Moss', 'Wendy Talley']",Element Films,4.6,12008,7000000,6265483,15,-734517,-0.1
844708,The Last House on the Left,2009,3,"['Horror', 'Thriller']",110,Usa,English,['Dennis Iliadis'],"['Adam Alleca', 'Carl Ellsworth']","['Garret Dillahunt', 'Michael Bowen', 'Josh Coxx', 'Riki Lindhome', 'Aaron Paul']",Rogue Pictures,6.5,84103,15000000,45995223,42,30995223,2.07
844993,Hoodwinked Too! Hood vs. Evil,2011,4,"['Animation', 'Comedy', 'Crime']",87,Usa,English,['Mike Disa'],"['Cory Edwards', 'Todd Edwards']","['Hayden Panettiere', 'Glenn Close', 'Patrick Warburton', 'Joan Cusack', 'David Ogden Stiers']",The Weinstein Company,4.7,11962,30000000,,20,,
845046,Son of Rambow,2007,4,"['Action', 'Adventure', 'Comedy']",96,Uk,English,['Garth Jennings'],['Garth Jennings'],"['Neil Dudgeon', 'Bill Milner', 'Jessica Hynes', 'Anna Wing', 'Will Poulter']",Hammer & Tongs,7.0,30529,,10871449,66,,
